0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,18.266641880986946,521.5184241978866,623.185796984677,330.32626132449275,966.7455052160157,58.86942649314197,1260.1614600653243,1682.1167898149013,3079.0689587584675,1246.5506224862895,1508.0845967061114,2665.116386926506,2670.7978184838985,2705.897073128896,3338.892372320952,2941.963844638542
1,15.027776531392867,192.51062925034597,189.82825476161912,178.47192503317447,481.8510500101398,57.578027441978186,823.1988762691026,1201.5380348613494,2469.71551339197,702.795842003154,925.1888038976508,2095.0320319844823,1545.6932273747914,2135.117026229813,2534.2707249787495,2203.1484122650504
2,16.48421265997564,260.6572172852768,225.82096070242375,188.9800445870631,546.6979084567431,37.78533014013054,890.9424455836578,1464.2755468601813,2438.8867231991853,719.8931313072785,1225.5141388678412,2146.5990440943688,1828.0622591959507,2157.8575577513298,2478.5753386913298,2242.2893818013613
3,14.170974864696325,385.5891759358052,478.92127667140625,424.59448938126155,821.4934435246814,92.26493584935922,899.0933317082066,1394.2280967442002,2252.0010604339423,1023.3831411241999,1195.3950954869217,1942.7493759566228,1579.6120908410612,1924.6860773295361,2267.8371265803266,2157.4090181423544
4,32.90413228345824,1234.4598119569996,1401.799505561211,487.66805071389234,1794.289699362294,76.95986550827568,2088.807956135216,2505.530610313164,3392.914857999963,2131.9258283685585,2476.643740036227,3238.6887270067045,2875.868679870411,3240.6657792870683,3496.519460685245,3212.056187878938
5,22.847960074505465,902.8886088877691,1069.7761316360732,439.0822994656121,1680.2331193336295,83.0763927894233,1837.2189055437561,2336.3172733029714,3087.112402549901,1841.1826797352019,1996.7516856096972,2982.1103878199806,2581.1091227632596,2995.9326809269587,3223.6261742308793,2936.865874824579
6,18.276666107580088,279.02928315193026,796.4503285107909,315.3372257501908,1283.9620129959198,92.14598547227102,1659.7533655747127,2304.8655063184237,3296.0381805037127,1675.8596292861357,1984.653702661788,2996.0691504539373,2592.205317092048,3004.8114131453162,3359.756859100843,3068.9790751036776
7,26.88224693570735,843.1956345324612,1605.5037027456583,973.73187245784,1955.950146798014,213.96056188473153,2558.1942378429126,3276.2516084833082,4364.831542609338,2609.6531245937335,3085.4493376447585,4068.390684836283,3566.4467679328254,4073.036000206543,4405.5720364870185,4083.048973110006
8,44.543456362852055,2019.1242560606015,2374.697613367491,935.2038996771272,2248.970636294566,162.636782887529,2226.6337232754818,2478.688029384186,3050.105217679231,2284.6561019766973,2434.2737289993133,2893.131775038754,2572.4874886147954,2897.506374282951,3133.058193742285,2917.8680062300514
9,26.520676392177116,714.662365935105,1022.4162017251948,695.7358579227381,1597.900900175983,153.88531998195208,1854.4810171810075,2324.4525137749456,3042.0837996282557,2002.7489591443502,2098.649541530392,2864.9604497821306,2595.708480751528,2874.4996705206104,3079.871573114475,2929.7436356968315
10,33.90042301495761,1153.488707017846,1726.7099860865824,633.4742258146869,2353.290196697632,157.71981139193153,2680.8522070558597,3473.457042895711,4858.697481516278,3017.7204120555766,3285.9840389328083,4624.511143769252,4021.4257708098794,4651.410206700522,4890.938968046559,4661.949158893627
11,14.979783238093678,416.60326317057695,592.2836133509637,321.08138356894614,717.8306467418876,83.87223557810105,1105.4303458785519,2012.1124397334331,3236.4539533724487,1280.1570837421727,1725.2955109292259,2982.0125617247436,2317.99415354502,3005.448017066834,3322.798990588585,2989.945855102668
12,38.819688245548136,1826.0613723484944,2389.349890292015,684.8952171252204,2589.574329802564,144.944189977011,2723.370317685421,3413.425847464633,4154.791531537452,2951.1705432399817,3167.5959454086315,3916.5682333194973,3627.779514996468,3934.5946179415014,4178.850441476296,4036.4037211889604
