0,1,2,3,4,5,6,7,8,9
18.266641880986946,1742.744168434914,3186.4046646706684,1270.4734896852635,1559.244246733068,2771.25180699867,2732.91313461726,2801.5026682608727,3453.5652123768937,3045.220135486153
15.027776531392867,1267.3033927164213,2615.525062668414,755.1553229562229,988.0362917066066,2212.815157187982,1643.150195253318,2252.551947271681,2681.003109858368,2303.1777484657796
16.48421265997564,1520.820057883336,2564.9438152289617,748.5565304843525,1271.0722267666354,2228.5680230788553,1895.2169640555721,2246.1257341787796,2592.962516212644,2341.5567972629583
14.170974864696325,1445.1734407103788,2344.1362490722727,1077.2596654599063,1267.397462912063,2025.052373311032,1647.1788442872753,1990.5713581052405,2368.2527663558435,2242.7149902377537
32.90413228345824,2571.243880313211,3502.3106281962027,2205.346913164033,2548.5885591090496,3343.775027790854,2966.8939507170817,3356.701156778022,3608.876967371526,3295.319864026518
22.847960074505465,2436.3343207349517,3247.865281822183,1892.5385601142634,2083.9552078970582,3134.88235923938,2704.9810015395396,3147.594550449509,3390.5832413879943,3095.226992626506
18.276666107580088,2414.557911238898,3436.959490936475,1744.9527506341929,2064.9368593349745,3123.446131928771,2701.8428761047608,3136.9211258762534,3499.653215618374,3179.999404037047
26.88224693570735,3357.9505143248334,4484.508877892919,2685.2603265278026,3178.844675402013,4191.108722208808,3672.982353644057,4200.953247261028,4549.021108122252,4208.765015191362
44.543456362852055,2555.142803554097,3162.0774128500098,2337.3844267081618,2503.074214253639,2986.703128851231,2647.6268880449447,2993.413623568001,3239.832772787043,3028.1641318878565
26.520676392177116,2425.539374839713,3180.33912268741,2074.3264205420596,2166.759694660836,2989.835072170646,2685.2457237935128,2999.2719617184375,3225.48498145192,3040.2772822447273
33.90042301495761,3631.657538807571,5110.438503477151,3129.0476479764106,3448.4816983276514,4872.125330961151,4200.955821582413,4900.868400096316,5209.481448632354,4944.586495471885
14.979783238093678,2178.248748258754,3448.8959171554525,1337.163931448436,1801.0354985432914,3178.6952569217465,2474.136241558244,3193.6820483633196,3552.149170020245,3238.5079316452375
38.819688245548136,3565.743375138816,4358.640928922633,3061.8854570453886,3311.476760157184,4117.879192313155,3800.102866566228,4135.443787667287,4377.134297113349,4203.753060709189
33.99940533560891,2284.5982530528186,3218.909508604322,1585.1393609043316,1774.3070939755103,3045.6529207963135,2538.873904283591,3054.1310986781227,3405.643356168619,3196.9141495858053
33.19563520184064,2786.739944580065,3673.5086727732373,2267.237437567764,2231.7962442684666,3328.092658478267,3079.9320790306615,3338.3477722151233,3799.777109800927,3452.413670981699
